rank,image_id,image_path,resnet50_raw
49,p03_s22,data/raw/p03_s22.png,93.79064440727234
50,p03_s13,data/raw/p03_s13.png,93.78096461296082
51,p02_s21,data/raw/p02_s21.png,93.69950890541077
52,p00_s22,data/raw/p00_s22.png,93.44662427902222
53,p03_s05,data/raw/p03_s05.png,93.1723415851593
54,p8_seed1,data/raw/p8_seed1.jpg,93.1219518184662
55,p03_s06,data/raw/p03_s06.png,93.0106282234192
56,p02_s09,data/raw/p02_s09.png,92.94294714927672
57,5_19,data/raw/5_19.png,92.73491501808168
58,p07_s20,data/raw/p07_s20.png,92.70861148834229
59,p00_s18,data/raw/p00_s18.png,92.67396330833436
60,p02_s10,data/raw/p02_s10.png,92.63438582420348
61,5_0,data/raw/5_0.png,92.60346293449402
62,p05_s23,data/raw/p05_s23.png,92.56359934806824
63,p00_s25,data/raw/p00_s25.png,92.52614378929138
64,p00_s11,data/raw/p00_s11.png,92.5180733203888
65,p02_s17,data/raw/p02_s17.png,92.50075221061708
66,p09_s11,data/raw/p09_s11.png,92.47042536735536
67,p7_seed4,data/raw/p7_seed4.jpg,92.40886569023132
68,p01_s18,data/raw/p01_s18.png,92.39706993103027
69,p06_s22,data/raw/p06_s22.png,92.34210848808289
70,p6_seed29,data/raw/p6_seed29.jpg,92.18559861183168
71,p03_s02,data/raw/p03_s02.png,91.95020794868468
72,p9_seed5,data/raw/p9_seed5.jpg,91.94747805595398
73,p04_s15,data/raw/p04_s15.png,91.81669354438782
74,p06_s01,data/raw/p06_s01.png,91.75278544425964
75,p08_s09,data/raw/p08_s09.png,91.70345664024352
76,p09_s01,data/raw/p09_s01.png,91.68781638145448
77,p03_s28,data/raw/p03_s28.png,91.2416160106659
78,p07_s08,data/raw/p07_s08.png,91.18373394012453
79,p06_s29,data/raw/p06_s29.png,91.1378800868988
80,p07_s00,data/raw/p07_s00.png,91.12282991409302
81,p00_s28,data/raw/p00_s28.png,91.10174775123596
82,p01_s02,data/raw/p01_s02.png,91.08598232269289
83,p7_seed27,data/raw/p7_seed27.jpg,91.0437822341919
84,p03_s08,data/raw/p03_s08.png,91.01707935333252
85,5_7,data/raw/5_7.png,91.00437760353088
86,p01_s12,data/raw/p01_s12.png,91.00380539894104
87,p08_s16,data/raw/p08_s16.png,90.92921614646912
88,p01_s05,data/raw/p01_s05.png,90.68208932876588
89,5_14,data/raw/5_14.png,90.48187136650084
90,p01_s10,data/raw/p01_s10.png,90.35740494728088
91,p03_s20,data/raw/p03_s20.png,89.97739553451538
92,4_28,data/raw/4_28.png,89.94110822677612
93,p07_s11,data/raw/p07_s11.png,89.9117648601532
94,p00_s10,data/raw/p00_s10.png,89.7687017917633
95,7_8,data/raw/7_8.png,89.64998126029968
96,p04_s20,data/raw/p04_s20.png,89.58958387374878
97,p01_s26,data/raw/p01_s26.png,89.54761624336243
98,p7_seed9,data/raw/p7_seed9.jpg,89.51120972633362
99,p06_s20,data/raw/p06_s20.png,89.4336998462677
100,p04_s16,data/raw/p04_s16.png,89.41746354103088
